DESC,DATABASE,TABLE,ID,COLUMN,TYPE,LENGHT,DEC,ALT
,HR_PROD,HR_LOCATIONS_ALL,9,IN_ORGANIZATION_FLAG,VARCHAR2,30,0,IN_ORGANIZATION_FLAG
,HR_PROD,HR_LOCATIONS_ALL,10,OFFICE_SITE_FLAG,VARCHAR2,30,0,OFFICE_SITE_FLAG
,HR_PROD,HR_LOCATIONS_ALL,11,DESIGNATED_RECEIVER_ID,NUMBER,22,0,DESIGNATED_RECEIVER_ID
,HR_PROD,HR_LOCATIONS_ALL,12,INVENTORY_ORGANIZATION_ID,NUMBER,22,0,INVENTORY_ORGANIZATION_ID
,HR_PROD,HR_LOCATIONS_ALL,13,TAX_NAME,VARCHAR2,50,0,TAX_NAME
,HR_PROD,HR_LOCATIONS_ALL,14,INACTIVE_DATE,DATE,7,0,INACTIVE_DATE
,HR_PROD,HR_LOCATIONS_ALL,15,STYLE,VARCHAR2,7,0,STYLE
,HR_PROD,HR_LOCATIONS_ALL,16,ADDRESS_LINE_1,VARCHAR2,240,0,ADDRESS_LINE_1
,HR_PROD,HR_LOCATIONS_ALL,17,ADDRESS_LINE_2,VARCHAR2,240,0,ADDRESS_LINE_2
,HR_PROD,HR_LOCATIONS_ALL,18,ADDRESS_LINE_3,VARCHAR2,240,0,ADDRESS_LINE_3
,HR_PROD,HR_LOCATIONS_ALL,19,TOWN_OR_CITY,VARCHAR2,30,0,TOWN_OR_CITY
,HR_PROD,HR_LOCATIONS_ALL,20,COUNTRY,VARCHAR2,60,0,COUNTRY
,HR_PROD,HR_LOCATIONS_ALL,21,POSTAL_CODE,VARCHAR2,30,0,POSTAL_CODE
,HR_PROD,HR_LOCATIONS_ALL,22,REGION_1,VARCHAR2,120,0,REGION_1
,HR_PROD,HR_LOCATIONS_ALL,23,REGION_2,VARCHAR2,120,0,REGION_2
,HR_PROD,HR_LOCATIONS_ALL,24,REGION_3,VARCHAR2,120,0,REGION_3
,HR_PROD,HR_LOCATIONS_ALL,75,LAST_UPDATE_DATE,DATETIME,7,0,LAST_UPDATE_DATE
,HR_PROD,HR_LOCATIONS_ALL,76,LAST_UPDATED_BY,NUMBER,22,0,LAST_UPDATED_BY
,HR_PROD,HR_LOCATIONS_ALL,77,LAST_UPDATE_LOGIN,NUMBER,22,0,LAST_UPDATE_LOGIN
,HR_PROD,HR_LOCATIONS_ALL,78,CREATED_BY,NUMBER,22,0,CREATED_BY
,HR_PROD,HR_LOCATIONS_ALL,79,CREATION_DATE,DATETIME,7,0,CREATION_DATE
,HR_PROD,HR_LOOKUPS,1,APPLICATION_ID,NUMBER,22,0,APPLICATION_ID
,HR_PROD,HR_LOOKUPS,2,LOOKUP_TYPE,VARCHAR2,30,0,LOOKUP_TYPE
,HR_PROD,HR_LOOKUPS,3,LOOKUP_CODE,VARCHAR2,30,0,LOOKUP_CODE
,HR_PROD,HR_LOOKUPS,4,MEANING,VARCHAR2,80,0,MEANING
,HR_PROD,HR_LOOKUPS,5,LAST_UPDATE_DATE,DATETIME,7,0,LAST_UPDATE_DATE
,HR_PROD,HR_LOOKUPS,6,LAST_UPDATED_BY,NUMBER,22,0,LAST_UPDATED_BY
,HR_PROD,HR_LOOKUPS,7,ENABLED_FLAG,VARCHAR2,1,0,ENABLED_FLAG
,HR_PROD,HR_LOOKUPS,8,START_DATE_ACTIVE,DATE,7,0,START_DATE_ACTIVE
,HR_PROD,HR_LOOKUPS,9,END_DATE_ACTIVE,DATE,7,0,END_DATE_ACTIVE
,HR_PROD,HR_LOOKUPS,10,DESCRIPTION,VARCHAR2,240,0,DESCRIPTION
,HR_PROD,HR_LOOKUPS,11,LAST_UPDATE_LOGIN,NUMBER,22,0,LAST_UPDATE_LOGIN
,HR_PROD,HR_LOOKUPS,12,CREATED_BY,NUMBER,22,0,CREATED_BY
,HR_PROD,HR_LOOKUPS,13,CREATION_DATE,DATETIME,7,0,CREATION_DATE
,HR_PROD,HR_ORGANIZATION_INFORMATION,1,ORG_INFORMATION_ID,NUMBER,22,0,ORG_INFORMATION_ID
,HR_PROD,HR_ORGANIZATION_INFORMATION,2,ORG_INFORMATION_CONTEXT,VARCHAR2,40,0,ORG_INFORMATION_CONTEXT
,HR_PROD,HR_ORGANIZATION_INFORMATION,3,ORGANIZATION_ID,NUMBER,22,0,ORGANIZATION_ID
,HR_PROD,HR_ORGANIZATION_INFORMATION,4,ORG_INFORMATION1,VARCHAR2,150,0,ORG_INFORMATION1
,HR_PROD,HR_ORGANIZATION_INFORMATION,5,ORG_INFORMATION10,VARCHAR2,150,0,ORG_INFORMATION10
,HR_PROD,HR_ORGANIZATION_INFORMATION,6,ORG_INFORMATION11,VARCHAR2,150,0,ORG_INFORMATION11
,HR_PROD,HR_ORGANIZATION_INFORMATION,7,ORG_INFORMATION12,VARCHAR2,150,0,ORG_INFORMATION12
,HR_PROD,HR_ORGANIZATION_INFORMATION,8,ORG_INFORMATION13,VARCHAR2,150,0,ORG_INFORMATION13
,HR_PROD,HR_ORGANIZATION_INFORMATION,9,ORG_INFORMATION14,VARCHAR2,150,0,ORG_INFORMATION14
,HR_PROD,HR_ORGANIZATION_INFORMATION,10,ORG_INFORMATION15,VARCHAR2,150,0,ORG_INFORMATION15
,HR_PROD,HR_ORGANIZATION_INFORMATION,11,ORG_INFORMATION16,VARCHAR2,150,0,ORG_INFORMATION16
,HR_PROD,HR_ORGANIZATION_INFORMATION,12,ORG_INFORMATION17,VARCHAR2,150,0,ORG_INFORMATION17
,HR_PROD,HR_ORGANIZATION_INFORMATION,13,ORG_INFORMATION18,VARCHAR2,150,0,ORG_INFORMATION18
,HR_PROD,HR_ORGANIZATION_INFORMATION,14,ORG_INFORMATION19,VARCHAR2,150,0,ORG_INFORMATION19
,HR_PROD,HR_ORGANIZATION_INFORMATION,15,ORG_INFORMATION2,VARCHAR2,150,0,ORG_INFORMATION2
,HR_PROD,HR_ORGANIZATION_INFORMATION,16,ORG_INFORMATION20,VARCHAR2,150,0,ORG_INFORMATION20
,HR_PROD,HR_ORGANIZATION_INFORMATION,17,ORG_INFORMATION3,VARCHAR2,150,0,ORG_INFORMATION3
,HR_PROD,HR_ORGANIZATION_INFORMATION,18,ORG_INFORMATION4,VARCHAR2,150,0,ORG_INFORMATION4
,HR_PROD,HR_ORGANIZATION_INFORMATION,19,ORG_INFORMATION5,VARCHAR2,150,0,ORG_INFORMATION5
,HR_PROD,HR_ORGANIZATION_INFORMATION,20,ORG_INFORMATION6,VARCHAR2,150,0,ORG_INFORMATION6
,HR_PROD,HR_ORGANIZATION_INFORMATION,21,ORG_INFORMATION7,VARCHAR2,150,0,ORG_INFORMATION7
,HR_PROD,HR_ORGANIZATION_INFORMATION,22,ORG_INFORMATION8,VARCHAR2,150,0,ORG_INFORMATION8
,HR_PROD,HR_ORGANIZATION_INFORMATION,23,ORG_INFORMATION9,VARCHAR2,150,0,ORG_INFORMATION9
,HR_PROD,HR_ORGANIZATION_INFORMATION,24,REQUEST_ID,NUMBER,22,0,REQUEST_ID
,HR_PROD,HR_ORGANIZATION_INFORMATION,25,PROGRAM_APPLICATION_ID,NUMBER,22,0,PROGRAM_APPLICATION_ID
,HR_PROD,HR_ORGANIZATION_INFORMATION,26,PROGRAM_ID,NUMBER,22,0,PROGRAM_ID
,HR_PROD,HR_ORGANIZATION_INFORMATION,27,PROGRAM_UPDATE_DATE,DATE,7,0,PROGRAM_UPDATE_DATE
,HR_PROD,HR_ORGANIZATION_INFORMATION,28,ATTRIBUTE_CATEGORY,VARCHAR2,30,0,ATTRIBUTE_CATEGORY
,HR_PROD,HR_ORGANIZATION_INFORMATION,29,ATTRIBUTE1,VARCHAR2,150,0,ATTRIBUTE1
,HR_PROD,HR_ORGANIZATION_INFORMATION,30,ATTRIBUTE2,VARCHAR2,150,0,ATTRIBUTE2
,HR_PROD,HR_ORGANIZATION_INFORMATION,31,ATTRIBUTE3,VARCHAR2,150,0,ATTRIBUTE3
,HR_PROD,HR_ORGANIZATION_INFORMATION,32,ATTRIBUTE4,VARCHAR2,150,0,ATTRIBUTE4
,HR_PROD,HR_ORGANIZATION_INFORMATION,33,ATTRIBUTE5,VARCHAR2,150,0,ATTRIBUTE5
,HR_PROD,HR_ORGANIZATION_INFORMATION,34,ATTRIBUTE6,VARCHAR2,150,0,ATTRIBUTE6
,HR_PROD,HR_ORGANIZATION_INFORMATION,35,ATTRIBUTE7,VARCHAR2,150,0,ATTRIBUTE7
,HR_PROD,HR_ORGANIZATION_INFORMATION,36,ATTRIBUTE8,VARCHAR2,150,0,ATTRIBUTE8
,HR_PROD,HR_ORGANIZATION_INFORMATION,37,ATTRIBUTE9,VARCHAR2,150,0,ATTRIBUTE9
,HR_PROD,HR_ORGANIZATION_INFORMATION,38,ATTRIBUTE10,VARCHAR2,150,0,ATTRIBUTE10
,HR_PROD,HR_ORGANIZATION_INFORMATION,39,ATTRIBUTE11,VARCHAR2,150,0,ATTRIBUTE11
,HR_PROD,HR_ORGANIZATION_INFORMATION,40,ATTRIBUTE12,VARCHAR2,150,0,ATTRIBUTE12
,HR_PROD,HR_ORGANIZATION_INFORMATION,41,ATTRIBUTE13,VARCHAR2,150,0,ATTRIBUTE13
,HR_PROD,HR_ORGANIZATION_INFORMATION,42,ATTRIBUTE14,VARCHAR2,150,0,ATTRIBUTE14
,HR_PROD,HR_ORGANIZATION_INFORMATION,43,ATTRIBUTE15,VARCHAR2,150,0,ATTRIBUTE15
,HR_PROD,HR_ORGANIZATION_INFORMATION,44,ATTRIBUTE16,VARCHAR2,150,0,ATTRIBUTE16
,HR_PROD,HR_ORGANIZATION_INFORMATION,45,ATTRIBUTE17,VARCHAR2,150,0,ATTRIBUTE17
,HR_PROD,HR_ORGANIZATION_INFORMATION,46,ATTRIBUTE18,VARCHAR2,150,0,ATTRIBUTE18
,HR_PROD,HR_ORGANIZATION_INFORMATION,47,ATTRIBUTE19,VARCHAR2,150,0,ATTRIBUTE19
,HR_PROD,HR_ORGANIZATION_INFORMATION,48,ATTRIBUTE20,VARCHAR2,150,0,ATTRIBUTE20
,HR_PROD,HR_ORGANIZATION_INFORMATION,49,LAST_UPDATE_DATE,DATETIME,7,0,LAST_UPDATE_DATE
,HR_PROD,HR_ORGANIZATION_INFORMATION,50,LAST_UPDATED_BY,NUMBER,22,0,LAST_UPDATED_BY
,HR_PROD,HR_ORGANIZATION_INFORMATION,51,LAST_UPDATE_LOGIN,NUMBER,22,0,LAST_UPDATE_LOGIN
,HR_PROD,HR_ORGANIZATION_INFORMATION,52,CREATED_BY,NUMBER,22,0,CREATED_BY
,HR_PROD,HR_ORGANIZATION_INFORMATION,53,CREATION_DATE,DATETIME,7,0,CREATION_DATE
,HR_PROD,HR_ORGANIZATION_INFORMATION,54,OBJECT_VERSION_NUMBER,NUMBER,22,0,OBJECT_VERSION_NUMBER
,HR_PROD,HR_ORGANIZATION_INFORMATION,55,PARTY_ID,NUMBER,22,0,PARTY_ID
,HR_PROD,PAY_ASSIGNMENT_ACTIONS,1,ASSIGNMENT_ACTION_ID,NUMBER,22,0,ASSIGNMENT_ACTION_ID
,HR_PROD,PAY_ASSIGNMENT_ACTIONS,2,ASSIGNMENT_ID,NUMBER,22,0,ASSIGNMENT_ID
,HR_PROD,PAY_ASSIGNMENT_ACTIONS,3,PAYROLL_ACTION_ID,NUMBER,22,0,PAYROLL_ACTION_ID
,HR_PROD,PAY_ASSIGNMENT_ACTIONS,4,ACTION_STATUS,VARCHAR2,1,0,ACTION_STATUS
,HR_PROD,PAY_ASSIGNMENT_ACTIONS,5,CHUNK_NUMBER,NUMBER,22,0,CHUNK_NUMBER
,HR_PROD,PAY_ASSIGNMENT_ACTIONS,6,ACTION_SEQUENCE,NUMBER,22,0,ACTION_SEQUENCE
,HR_PROD,PAY_ASSIGNMENT_ACTIONS,7,PRE_PAYMENT_ID,NUMBER,22,0,PRE_PAYMENT_ID
,HR_PROD,PAY_ASSIGNMENT_ACTIONS,8,SERIAL_NUMBER,VARCHAR2,30,0,SERIAL_NUMBER
,HR_PROD,PAY_ASSIGNMENT_ACTIONS,9,OBJECT_VERSION_NUMBER,NUMBER,22,0,OBJECT_VERSION_NUMBER
,HR_PROD,PAY_ASSIGNMENT_ACTIONS,10,TAX_UNIT_ID,NUMBER,22,0,TAX_UNIT_ID
,HR_PROD,PAY_ASSIGNMENT_ACTIONS,11,SOURCE_ACTION_ID,NUMBER,22,0,SOURCE_ACTION_ID
,HR_PROD,PAY_ASSIGNMENT_ACTIONS,12,RUN_TYPE_ID,NUMBER,22,0,RUN_TYPE_ID
,HR_PROD,PAY_ASSIGNMENT_ACTIONS,13,SECONDARY_STATUS,VARCHAR2,30,0,SECONDARY_STATUS
,HR_PROD,PAY_ASSIGNMENT_ACTIONS,14,START_DATE,DATE,7,0,START_DATE
,HR_PROD,PAY_ASSIGNMENT_ACTIONS,15,END_DATE,DATE,7,0,END_DATE
,HR_PROD,PAY_ASSIGNMENT_ACTIONS,16,OBJECT_ID,NUMBER,22,0,OBJECT_ID
,HR_PROD,PAY_ASSIGNMENT_ACTIONS,17,OBJECT_TYPE,VARCHAR2,30,0,OBJECT_TYPE
,HR_PROD,PAY_ASSIGNMENT_ACTIONS,18,PROCESS_PATH,VARCHAR2,2000,0,PROCESS_PATH
,HR_PROD,PAY_ASSIGNMENT_ACTIONS,19,LABEL_IDENTIFIER,VARCHAR2,30,0,LABEL_IDENTIFIER
,HR_PROD,PAY_ASSIGNMENT_ACTIONS,20,ASSIGNMENT_ACTION_TYPE,VARCHAR2,30,0,ASSIGNMENT_ACTION_TYPE
,HR_PROD,PAY_BALANCE_TYPES,1,BALANCE_TYPE_ID,NUMBER,22,0,BALANCE_TYPE_ID
,HR_PROD,PAY_BALANCE_TYPES,2,BUSINESS_GROUP_ID,NUMBER,22,0,BUSINESS_GROUP_ID
,HR_PROD,PAY_BALANCE_TYPES,3,LEGISLATION_CODE,VARCHAR2,30,0,LEGISLATION_CODE
,HR_PROD,PAY_BALANCE_TYPES,4,CURRENCY_CODE,VARCHAR2,15,0,CURRENCY_CODE
,HR_PROD,PAY_BALANCE_TYPES,5,ASSIGNMENT_REMUNERATION_FLAG,VARCHAR2,30,0,ASSIGNMENT_REMUNERATION_FLAG
,HR_PROD,PAY_BALANCE_TYPES,6,BALANCE_NAME,VARCHAR2,80,0,BALANCE_NAME
,HR_PROD,PAY_BALANCE_TYPES,7,BALANCE_UOM,VARCHAR2,30,0,BALANCE_UOM
,HR_PROD,PAY_BALANCE_TYPES,8,LEGISLATION_SUBGROUP,VARCHAR2,30,0,LEGISLATION_SUBGROUP
,HR_PROD,PAY_BALANCE_TYPES,9,REPORTING_NAME,VARCHAR2,80,0,REPORTING_NAME
,HR_PROD,PAY_BALANCE_TYPES,10,ATTRIBUTE_CATEGORY,VARCHAR2,30,0,ATTRIBUTE_CATEGORY
,HR_PROD,PAY_BALANCE_TYPES,11,ATTRIBUTE1,VARCHAR2,150,0,ATTRIBUTE1
,HR_PROD,PAY_BALANCE_TYPES,12,ATTRIBUTE2,VARCHAR2,150,0,ATTRIBUTE2
,HR_PROD,PAY_BALANCE_TYPES,13,ATTRIBUTE3,VARCHAR2,150,0,ATTRIBUTE3
,HR_PROD,PAY_BALANCE_TYPES,14,ATTRIBUTE4,VARCHAR2,150,0,ATTRIBUTE4
,HR_PROD,PAY_BALANCE_TYPES,15,ATTRIBUTE5,VARCHAR2,150,0,ATTRIBUTE5
,HR_PROD,PAY_BALANCE_TYPES,16,ATTRIBUTE6,VARCHAR2,150,0,ATTRIBUTE6
,HR_PROD,PAY_BALANCE_TYPES,17,ATTRIBUTE7,VARCHAR2,150,0,ATTRIBUTE7
,HR_PROD,PAY_BALANCE_TYPES,18,ATTRIBUTE8,VARCHAR2,150,0,ATTRIBUTE8
,HR_PROD,PAY_BALANCE_TYPES,19,ATTRIBUTE9,VARCHAR2,150,0,ATTRIBUTE9
,HR_PROD,PAY_BALANCE_TYPES,20,ATTRIBUTE10,VARCHAR2,150,0,ATTRIBUTE10
,HR_PROD,PAY_BALANCE_TYPES,21,ATTRIBUTE11,VARCHAR2,150,0,ATTRIBUTE11
,HR_PROD,PAY_BALANCE_TYPES,22,ATTRIBUTE12,VARCHAR2,150,0,ATTRIBUTE12
,HR_PROD,PAY_BALANCE_TYPES,23,ATTRIBUTE13,VARCHAR2,150,0,ATTRIBUTE13
,HR_PROD,PAY_BALANCE_TYPES,24,ATTRIBUTE14,VARCHAR2,150,0,ATTRIBUTE14
,HR_PROD,PAY_BALANCE_TYPES,25,ATTRIBUTE15,VARCHAR2,150,0,ATTRIBUTE15
,HR_PROD,PAY_BALANCE_TYPES,26,ATTRIBUTE16,VARCHAR2,150,0,ATTRIBUTE16
,HR_PROD,PAY_BALANCE_TYPES,27,ATTRIBUTE17,VARCHAR2,150,0,ATTRIBUTE17
,HR_PROD,PAY_BALANCE_TYPES,28,ATTRIBUTE18,VARCHAR2,150,0,ATTRIBUTE18
,HR_PROD,PAY_BALANCE_TYPES,29,ATTRIBUTE19,VARCHAR2,150,0,ATTRIBUTE19
,HR_PROD,PAY_BALANCE_TYPES,30,ATTRIBUTE20,VARCHAR2,150,0,ATTRIBUTE20
,HR_PROD,PAY_BALANCE_TYPES,31,LAST_UPDATE_DATE,DATETIME,7,0,LAST_UPDATE_DATE
,HR_PROD,PAY_BALANCE_TYPES,32,LAST_UPDATED_BY,NUMBER,22,0,LAST_UPDATED_BY
,HR_PROD,PAY_BALANCE_TYPES,33,LAST_UPDATE_LOGIN,NUMBER,22,0,LAST_UPDATE_LOGIN
,HR_PROD,PAY_BALANCE_TYPES,34,CREATED_BY,NUMBER,22,0,CREATED_BY
,HR_PROD,PAY_BALANCE_TYPES,35,CREATION_DATE,DATETIME,7,0,CREATION_DATE
,HR_PROD,PAY_BALANCE_TYPES,36,JURISDICTION_LEVEL,NUMBER,22,0,JURISDICTION_LEVEL
,HR_PROD,PAY_BALANCE_TYPES,37,TAX_TYPE,VARCHAR2,30,0,TAX_TYPE
,HR_PROD,PAY_BALANCE_TYPES,38,OBJECT_VERSION_NUMBER,NUMBER,22,0,OBJECT_VERSION_NUMBER
,HR_PROD,PAY_BALANCE_TYPES,39,BALANCE_CATEGORY_ID,NUMBER,22,0,BALANCE_CATEGORY_ID
,HR_PROD,PAY_BALANCE_TYPES,40,BASE_BALANCE_TYPE_ID,NUMBER,22,0,BASE_BALANCE_TYPE_ID
,HR_PROD,PAY_BALANCE_TYPES,41,INPUT_VALUE_ID,NUMBER,22,0,INPUT_VALUE_ID
,HR_PROD,PAY_BALANCE_TYPES,42,COMMENTS,LONG,0,0,COMMENTS
,HR_PROD,PAY_BALANCE_TYPES,43,APPLICATION_ID,NUMBER,22,0,APPLICATION_ID
,HR_PROD,PAY_DEFINED_BALANCES,1,DEFINED_BALANCE_ID,NUMBER,22,0,DEFINED_BALANCE_ID
,HR_PROD,PAY_DEFINED_BALANCES,2,BUSINESS_GROUP_ID,NUMBER,22,0,BUSINESS_GROUP_ID
,HR_PROD,PAY_DEFINED_BALANCES,3,LEGISLATION_CODE,VARCHAR2,30,0,LEGISLATION_CODE
,HR_PROD,PAY_DEFINED_BALANCES,4,BALANCE_TYPE_ID,NUMBER,22,0,BALANCE_TYPE_ID
,HR_PROD,PAY_DEFINED_BALANCES,5,BALANCE_DIMENSION_ID,NUMBER,22,0,BALANCE_DIMENSION_ID
,HR_PROD,PAY_DEFINED_BALANCES,6,FORCE_LATEST_BALANCE_FLAG,VARCHAR2,30,0,FORCE_LATEST_BALANCE_FLAG
,HR_PROD,PAY_DEFINED_BALANCES,7,LEGISLATION_SUBGROUP,VARCHAR2,30,0,LEGISLATION_SUBGROUP
,HR_PROD,PAY_DEFINED_BALANCES,8,LAST_UPDATE_DATE,DATETIME,7,0,LAST_UPDATE_DATE
,HR_PROD,PAY_DEFINED_BALANCES,9,LAST_UPDATED_BY,NUMBER,22,0,LAST_UPDATED_BY
,HR_PROD,PAY_DEFINED_BALANCES,10,LAST_UPDATE_LOGIN,NUMBER,22,0,LAST_UPDATE_LOGIN
,HR_PROD,PAY_DEFINED_BALANCES,11,CREATED_BY,NUMBER,22,0,CREATED_BY
,HR_PROD,PAY_DEFINED_BALANCES,12,CREATION_DATE,DATETIME,7,0,CREATION_DATE
,HR_PROD,PAY_DEFINED_BALANCES,13,OBJECT_VERSION_NUMBER,NUMBER,22,0,OBJECT_VERSION_NUMBER
,HR_PROD,PAY_DEFINED_BALANCES,14,GROSSUP_ALLOWED_FLAG,VARCHAR2,30,0,GROSSUP_ALLOWED_FLAG
,HR_PROD,PAY_DEFINED_BALANCES,15,SAVE_RUN_BALANCE,VARCHAR2,30,0,SAVE_RUN_BALANCE
,HR_PROD,PAY_DEFINED_BALANCES,16,RUN_BALANCE_STATUS,VARCHAR2,30,0,RUN_BALANCE_STATUS
,HR_PROD,PAY_ELEMENT_CLASSIFICATIONS,1,CLASSIFICATION_ID,NUMBER,22,0,CLASSIFICATION_ID
,HR_PROD,PAY_ELEMENT_CLASSIFICATIONS,2,BUSINESS_GROUP_ID,NUMBER,22,0,BUSINESS_GROUP_ID
,HR_PROD,PAY_ELEMENT_CLASSIFICATIONS,3,LEGISLATION_CODE,VARCHAR2,30,0,LEGISLATION_CODE
,HR_PROD,PAY_ELEMENT_CLASSIFICATIONS,4,CLASSIFICATION_NAME,VARCHAR2,80,0,CLASSIFICATION_NAME
,HR_PROD,PAY_ELEMENT_CLASSIFICATIONS,5,DESCRIPTION,VARCHAR2,80,0,DESCRIPTION
,HR_PROD,PAY_ELEMENT_CLASSIFICATIONS,6,LEGISLATION_SUBGROUP,VARCHAR2,30,0,LEGISLATION_SUBGROUP
,HR_PROD,PAY_ELEMENT_CLASSIFICATIONS,7,COSTABLE_FLAG,VARCHAR2,30,0,COSTABLE_FLAG
,HR_PROD,PAY_ELEMENT_CLASSIFICATIONS,8,DEFAULT_HIGH_PRIORITY,NUMBER,22,0,DEFAULT_HIGH_PRIORITY
,HR_PROD,PAY_ELEMENT_CLASSIFICATIONS,9,DEFAULT_LOW_PRIORITY,NUMBER,22,0,DEFAULT_LOW_PRIORITY
,HR_PROD,PAY_ELEMENT_CLASSIFICATIONS,10,DEFAULT_PRIORITY,NUMBER,22,0,DEFAULT_PRIORITY
,HR_PROD,PAY_ELEMENT_CLASSIFICATIONS,11,DISTRIBUTABLE_OVER_FLAG,VARCHAR2,30,0,DISTRIBUTABLE_OVER_FLAG
,HR_PROD,PAY_ELEMENT_CLASSIFICATIONS,12,NON_PAYMENTS_FLAG,VARCHAR2,30,0,NON_PAYMENTS_FLAG
,HR_PROD,PAY_ELEMENT_CLASSIFICATIONS,13,COSTING_DEBIT_OR_CREDIT,VARCHAR2,30,0,COSTING_DEBIT_OR_CREDIT
,HR_PROD,PAY_ELEMENT_CLASSIFICATIONS,14,PARENT_CLASSIFICATION_ID,NUMBER,22,0,PARENT_CLASSIFICATION_ID
,HR_PROD,PAY_ELEMENT_CLASSIFICATIONS,15,CREATE_BY_DEFAULT_FLAG,VARCHAR2,30,0,CREATE_BY_DEFAULT_FLAG
,HR_PROD,PAY_ELEMENT_CLASSIFICATIONS,16,LAST_UPDATE_DATE,DATETIME,7,0,LAST_UPDATE_DATE
,HR_PROD,PAY_ELEMENT_CLASSIFICATIONS,17,LAST_UPDATED_BY,NUMBER,22,0,LAST_UPDATED_BY
,HR_PROD,PAY_ELEMENT_CLASSIFICATIONS,18,LAST_UPDATE_LOGIN,NUMBER,22,0,LAST_UPDATE_LOGIN
,HR_PROD,PAY_ELEMENT_CLASSIFICATIONS,19,CREATED_BY,NUMBER,22,0,CREATED_BY
,HR_PROD,PAY_ELEMENT_CLASSIFICATIONS,20,CREATION_DATE,DATETIME,7,0,CREATION_DATE
,HR_PROD,PAY_ELEMENT_CLASSIFICATIONS,21,BALANCE_INITIALIZATION_FLAG,VARCHAR2,30,0,BALANCE_INITIALIZATION_FLAG
,HR_PROD,PAY_ELEMENT_CLASSIFICATIONS,22,OBJECT_VERSION_NUMBER,NUMBER,22,0,OBJECT_VERSION_NUMBER
,HR_PROD,PAY_ELEMENT_CLASSIFICATIONS,23,FREQ_RULE_ENABLED,VARCHAR2,30,0,FREQ_RULE_ENABLED
,HR_PROD,PAY_PAYROLL_ACTIONS,1,PAYROLL_ACTION_ID,NUMBER,22,0,PAYROLL_ACTION_ID
,HR_PROD,PAY_PAYROLL_ACTIONS,2,ACTION_TYPE,VARCHAR2,30,0,ACTION_TYPE
,HR_PROD,PAY_PAYROLL_ACTIONS,3,BUSINESS_GROUP_ID,NUMBER,22,0,BUSINESS_GROUP_ID
,HR_PROD,PAY_PAYROLL_ACTIONS,4,CONSOLIDATION_SET_ID,NUMBER,22,0,CONSOLIDATION_SET_ID
,HR_PROD,PAY_PAYROLL_ACTIONS,5,PAYROLL_ID,NUMBER,22,0,PAYROLL_ID
,HR_PROD,PAY_PAYROLL_ACTIONS,10,EFFECTIVE_DATE,DATE,7,0,EFFECTIVE_DATE
,HR_PROD,PAY_PAYROLL_ACTIONS,11,ACTION_SEQUENCE,NUMBER,22,0,ACTION_SEQUENCE
,HR_PROD,PAY_PAYROLL_ACTIONS,21,START_DATE,DATE,7,0,START_DATE
,HR_PROD,PAY_PAYROLL_ACTIONS,24,DATE_EARNED,DATE,7,0,DATE_EARNED
,HR_PROD,PAY_PAYROLL_ACTIONS,50,LAST_UPDATE_DATE,DATETIME,7,0,LAST_UPDATE_DATE
,HR_PROD,PAY_PAYROLL_ACTIONS,51,LAST_UPDATED_BY,NUMBER,22,0,LAST_UPDATED_BY
,HR_PROD,PAY_PAYROLL_ACTIONS,52,LAST_UPDATE_LOGIN,NUMBER,22,0,LAST_UPDATE_LOGIN
,HR_PROD,PAY_PAYROLL_ACTIONS,53,CREATED_BY,NUMBER,22,0,CREATED_BY
,HR_PROD,PAY_PAYROLL_ACTIONS,54,CREATION_DATE,DATETIME,7,0,CREATION_DATE
,HR_PROD,PAY_PAYROLL_ACTIONS,57,TIME_PERIOD_ID,NUMBER,22,0,TIME_PERIOD_ID
,HR_PROD,PAY_PAYROLL_ACTIONS,64,END_DATE,DATE,7,0,END_DATE
,HR_PROD,PAY_PAYROLL_ACTIONS,68,BATCH_ID,NUMBER,22,0,BATCH_ID
,HR_PROD,PAY_PAYROLL_ACTIONS,69,BATCH_PROCESS_MODE,VARCHAR2,30,0,BATCH_PROCESS_MODE
,HR_PROD,PAY_PEOPLE_GROUPS,1,PEOPLE_GROUP_ID,NUMBER,22,0,PEOPLE_GROUP_ID
,HR_PROD,PAY_PEOPLE_GROUPS,2,GROUP_NAME,VARCHAR2,240,0,GROUP_NAME
,HR_PROD,PAY_PEOPLE_GROUPS,3,ID_FLEX_NUM,NUMBER,22,0,ID_FLEX_NUM
,HR_PROD,PAY_PEOPLE_GROUPS,4,SUMMARY_FLAG,VARCHAR2,1,0,SUMMARY_FLAG
,HR_PROD,PAY_PEOPLE_GROUPS,5,ENABLED_FLAG,VARCHAR2,1,0,ENABLED_FLAG
,HR_PROD,PAY_PEOPLE_GROUPS,6,START_DATE_ACTIVE,DATE,7,0,START_DATE_ACTIVE
,HR_PROD,PAY_PEOPLE_GROUPS,7,END_DATE_ACTIVE,DATE,7,0,END_DATE_ACTIVE
,HR_PROD,PAY_PEOPLE_GROUPS,8,SEGMENT1,VARCHAR2,60,0,SEGMENT1
,HR_PROD,PAY_PEOPLE_GROUPS,38,LAST_UPDATE_DATE,DATETIME,7,0,LAST_UPDATE_DATE
,HR_PROD,PAY_PEOPLE_GROUPS,39,LAST_UPDATED_BY,NUMBER,22,0,LAST_UPDATED_BY
